window_ID,timeStamp,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,acc_xyz
1,1639205086.7138896,-8.996212738037109,-3.9264907226562498,-0.622492431640625,0.24427480916030533,0.6564885496183206,0.33587786259541985,9.835480153534782
1,1639205086.7138896,-8.96987651977539,-3.925293621826172,-0.6308721374511719,0.2900763358778626,0.916030534351145,0.42748091603053434,9.81145322831329
1,1639205086.81359,-8.961496813964843,-3.9312791259765625,-0.622492431640625,0.3053435114503817,1.0076335877862594,0.4732824427480916,9.805655385566583
1,1639205086.8375282,-8.959102612304687,-3.928884924316406,-0.6177040283203125,0.33587786259541985,1.0534351145038168,0.5343511450381679,9.802204580242575
1,1639205087.0354664,-8.950722906494141,-3.9360675292968748,-0.6153098266601562,0.3969465648854962,1.083969465648855,0.7022900763358778,9.797278924620278
1,1639205087.0354664,-8.945934503173827,-3.9360675292968748,-0.6117185241699218,0.44274809160305345,1.099236641221374,0.7633587786259542,9.792679474131367
1,1639205087.1277812,-8.935160595703124,-3.9360675292968748,-0.612915625,0.48854961832061067,1.1297709923664123,0.8091603053435115,9.782913064601983
1,1639205087.1397486,-8.936357696533202,-3.9276878234863277,-0.6153098266601562,0.5343511450381679,1.1450381679389312,0.8244274809160306,9.780788654394671
1,1639205087.2267694,-8.939948999023438,-3.9264907226562498,-0.6093243225097655,0.5954198473282443,1.1603053435114503,0.8702290076335878,9.783214892367834
1,1639205087.3380735,-8.93875189819336,-3.9240965209960934,-0.6117185241699218,0.6412213740458015,1.1603053435114503,0.8702290076335878,9.781309654456384
1,1639205087.3440576,-8.943540301513671,-3.9264907226562498,-0.6105214233398437,0.6717557251908397,1.1450381679389312,0.8854961832061069,9.786571357133292
1,1639205087.4427376,-8.939948999023438,-3.9133226135253905,-0.612915625,0.6870229007633588,1.099236641221374,0.9007633587786259,9.778161767225908
1,1639205087.4547727,-8.910021478271483,-3.8893805969238278,-0.6368576416015624,0.366412213740458,1.0229007633587786,0.7938931297709924,9.742758943269253
1,1639205087.5477655,-8.932766394042968,-3.902548706054687,-0.6308721374511719,0.22900763358778625,1.083969465648855,0.7633587786259542,9.768428814680728
1,1639205087.5597334,-8.942343200683593,-3.9181110168457027,-0.5853823059082031,0.5038167938931297,0.7786259541984732,1.1297709923664123,9.78058118432694
1,1639205087.6527064,-8.965088116455078,-3.878606689453125,-0.6009446166992187,0.16793893129770993,1.1297709923664123,0.7938931297709924,9.78659947170693
1,1639205087.6587873,-8.954314208984375,-3.906140008544922,-0.594959112548828,0.15267175572519084,1.0381679389312977,0.7022900763358778,9.787320831830316
1,1639205087.7568417,-8.951920007324219,-3.9037458068847655,-0.5985504150390625,0.22900763358778625,1.0229007633587786,0.6564885496183206,9.784393989493957
1,1639205087.7628257,-8.947131604003905,-3.921702319335937,-0.604535919189453,0.21374045801526717,1.0229007633587786,0.4580152671755725,9.787562347103625
1,1639205087.8635657,-8.941146099853515,-3.9240965209960934,-0.6081272216796875,0.1984732824427481,1.0076335877862594,0.4580152671755725,9.783273777359359
1,1639205087.9678047,-8.932766394042968,-3.925293621826172,-0.5817910034179687,0.7022900763358778,1.1145038167938932,0.6412213740458015,9.774493656438205
1,1639205087.9797723,-8.949525805664061,-3.886986395263672,-0.5758054992675781,0.22900763358778625,1.1450381679389312,0.6870229007633588,9.774161209853183
1,1639205088.0735314,-8.947131604003905,-3.890577697753906,-0.5770026000976562,0.183206106870229,1.099236641221374,0.6717557251908397,9.773468716998332
1,1639205088.0855029,-8.984241729736327,-3.910928411865234,-0.5973533142089843,0.015267175572519083,0.9923664122137404,0.5190839694656488,9.816760742885954
1,1639205088.177771,-8.990227233886719,-3.910928411865234,-0.5985504150390625,0.030534351145038167,0.9770992366412213,0.549618320610687,9.822311813366372
1,1639205088.2017097,-9.035717065429687,-3.867832781982422,-0.6153098266601562,0.3816793893129771,0.732824427480916,0.3969465648854962,9.847990632543254
1,1639205088.2834966,-9.016563452148437,-3.852270471191406,-0.6177040283203125,0.3816793893129771,0.6106870229007634,0.366412213740458,9.824457366004259
1,1639205088.3009582,-8.82263311767578,-3.9624037475585934,-0.6572083557128906,0.12213740458015267,1.0229007633587786,-0.732824427480916,9.693885774579494
1,1639205088.3887327,-8.825027319335938,-4.027047192382812,-0.6512228515624999,0.04580152671755725,1.2671755725190839,-0.8396946564885496,9.72225835282632
1,1639205088.4007006,-8.884882360839843,-4.055777612304687,-0.5255272644042969,1.8473282442748091,0.7022900763358778,0.6870229007633588,9.780932752660512
1,1639205088.493462,-8.960299713134765,-3.9719805541992184,-0.5494692810058593,0.21374045801526717,0.7175572519083969,1.0381679389312977,9.816593959358244
1,1639205088.493462,-8.98304462890625,-3.997119671630859,-0.5351040710449219,0.0916030534351145,0.6717557251908397,1.0534351145038168,9.846745291775788
2,1639205087.6587873,-8.954314208984375,-3.906140008544922,-0.594959112548828,0.15267175572519084,1.0381679389312977,0.7022900763358778,9.787320831830316
2,1639205087.7568417,-8.951920007324219,-3.9037458068847655,-0.5985504150390625,0.22900763358778625,1.0229007633587786,0.6564885496183206,9.784393989493957
2,1639205087.7628257,-8.947131604003905,-3.921702319335937,-0.604535919189453,0.21374045801526717,1.0229007633587786,0.4580152671755725,9.787562347103625
2,1639205087.8635657,-8.941146099853515,-3.9240965209960934,-0.6081272216796875,0.1984732824427481,1.0076335877862594,0.4580152671755725,9.783273777359359
2,1639205087.9678047,-8.932766394042968,-3.925293621826172,-0.5817910034179687,0.7022900763358778,1.1145038167938932,0.6412213740458015,9.774493656438205
2,1639205087.9797723,-8.949525805664061,-3.886986395263672,-0.5758054992675781,0.22900763358778625,1.1450381679389312,0.6870229007633588,9.774161209853183
2,1639205088.0735314,-8.947131604003905,-3.890577697753906,-0.5770026000976562,0.183206106870229,1.099236641221374,0.6717557251908397,9.773468716998332
2,1639205088.0855029,-8.984241729736327,-3.910928411865234,-0.5973533142089843,0.015267175572519083,0.9923664122137404,0.5190839694656488,9.816760742885954
2,1639205088.177771,-8.990227233886719,-3.910928411865234,-0.5985504150390625,0.030534351145038167,0.9770992366412213,0.549618320610687,9.822311813366372
2,1639205088.2017097,-9.035717065429687,-3.867832781982422,-0.6153098266601562,0.3816793893129771,0.732824427480916,0.3969465648854962,9.847990632543254
2,1639205088.2834966,-9.016563452148437,-3.852270471191406,-0.6177040283203125,0.3816793893129771,0.6106870229007634,0.366412213740458,9.824457366004259
2,1639205088.3009582,-8.82263311767578,-3.9624037475585934,-0.6572083557128906,0.12213740458015267,1.0229007633587786,-0.732824427480916,9.693885774579494
2,1639205088.3887327,-8.825027319335938,-4.027047192382812,-0.6512228515624999,0.04580152671755725,1.2671755725190839,-0.8396946564885496,9.72225835282632
2,1639205088.4007006,-8.884882360839843,-4.055777612304687,-0.5255272644042969,1.8473282442748091,0.7022900763358778,0.6870229007633588,9.780932752660512
2,1639205088.493462,-8.960299713134765,-3.9719805541992184,-0.5494692810058593,0.21374045801526717,0.7175572519083969,1.0381679389312977,9.816593959358244
2,1639205088.493462,-8.98304462890625,-3.997119671630859,-0.5351040710449219,0.0916030534351145,0.6717557251908397,1.0534351145038168,9.846745291775788
2,1639205088.5986974,-9.126696728515624,-3.840299462890625,-0.4537012145996093,1.5725190839694656,-0.6717557251908397,2.4732824427480917,9.912130847154156
2,1639205088.6006923,-9.14225903930664,-3.794809631347656,-0.45968671875,1.6030534351145038,-0.8396946564885496,2.7022900763358777,9.90922763687201
2,1639205088.7029335,-9.069235888671875,-3.7995980346679685,-0.36631285400390623,-0.2748091603053435,-0.8244274809160306,1.7251908396946565,9.839825706608584
2,1639205088.7149045,-9.04649097290039,-3.805583538818359,-0.3651157531738281,-0.183206106870229,-0.732824427480916,1.633587786259542,9.821139165438458
2,1639205088.8078496,-8.92438668823242,-3.900154504394531,-0.36152445068359373,0.3816793893129771,0.04580152671755725,0.21374045801526717,9.746106035114284
2,1639205088.8138337,-8.877699755859375,-3.901351605224609,-0.3711012573242187,0.3053435114503817,0.015267175572519083,0.24427480916030533,9.704216271598744
2,1639205088.9129755,-8.627505682373046,-4.262876055908203,-0.2885013000488281,0.7022900763358778,1.7709923664122138,-0.9618320610687023,9.627523023475174
2,1639205088.9188516,-8.699331732177734,-4.2149920227050774,-0.32920272827148434,0.7175572519083969,2.16793893129771,-0.7175572519083969,9.672275056792135
2,1639205089.017781,-8.911218579101561,-3.986345764160156,-0.29448680419921874,0.32061068702290074,-0.12213740458015267,2.33587786259542,9.766652015599304
2,1639205089.023765,-8.932766394042968,-3.9456443359374997,-0.26695348510742184,0.2748091603053435,-0.549618320610687,2.8396946564885495,9.769016779567433
2,1639205089.123033,-8.907627276611327,-3.8295255554199215,-0.11611878051757812,0.7022900763358778,0.030534351145038167,3.1603053435114505,9.696626900620302
